frame, face_id, timestamp, confidence, success, x_0, x_1, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, y_0, y_1, y_2, y_3, y_4, y_5, y_6, y_7, y_8, y_9, y_10, y_11, y_12, y_13, y_14, y_15, y_16, y_17, y_18, y_19, y_20, y_21, y_22, y_23, y_24, y_25, y_26, y_27, y_28, y_29, y_30, y_31, y_32, y_33, y_34, y_35, y_36, y_37, y_38, y_39, y_40, y_41, y_42, y_43, y_44, y_45, y_46, y_47, y_48, y_49, y_50, y_51, y_52, y_53, y_54, y_55, y_56, y_57, y_58, y_59, y_60, y_61, y_62, y_63, y_64, y_65, y_66, y_67
1, 0, 0.000, 0.98, 1, 119.8, 120.7, 126.6, 136.2, 153.7, 181.3, 210.2, 247.5, 293.1, 339.6, 383.1, 423.6, 455.6, 477.0, 491.2, 504.6, 514.0, 142.1, 167.2, 203.6, 240.5, 274.7, 376.7, 414.8, 449.6, 482.1, 502.8, 322.7, 319.7, 316.8, 314.1, 269.1, 289.3, 309.8, 332.2, 352.4, 181.4, 206.0, 237.1, 259.6, 232.8, 202.5, 380.9, 406.5, 437.2, 457.6, 437.1, 407.4, 230.3, 260.2, 288.0, 307.5, 327.9, 355.3, 378.5, 352.9, 324.6, 302.4, 280.7, 254.5, 243.6, 285.5, 306.0, 326.6, 365.5, 325.6, 304.8, 284.2, 282.6, 340.6, 396.2, 449.5, 500.4, 544.7, 581.9, 611.6, 621.6, 615.1, 585.4, 547.6, 504.9, 455.9, 405.1, 352.7, 300.0, 225.3, 203.5, 199.8, 209.6, 226.5, 234.3, 222.1, 218.6, 224.6, 245.3, 291.4, 330.7, 369.8, 409.4, 427.4, 437.9, 446.4, 440.9, 433.9, 286.8, 274.9, 278.0, 296.2, 304.1, 301.4, 305.4, 291.1, 293.3, 307.0, 318.8, 317.0, 498.6, 486.0, 481.2, 488.7, 484.6, 494.0, 508.1, 532.4, 541.7, 542.3, 538.6, 525.0, 500.8, 504.2, 507.6, 507.3, 509.2, 509.2, 510.0, 506.2
