frame, face_id, timestamp, confidence, success, x_0, x_1, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, y_0, y_1, y_2, y_3, y_4, y_5, y_6, y_7, y_8, y_9, y_10, y_11, y_12, y_13, y_14, y_15, y_16, y_17, y_18, y_19, y_20, y_21, y_22, y_23, y_24, y_25, y_26, y_27, y_28, y_29, y_30, y_31, y_32, y_33, y_34, y_35, y_36, y_37, y_38, y_39, y_40, y_41, y_42, y_43, y_44, y_45, y_46, y_47, y_48, y_49, y_50, y_51, y_52, y_53, y_54, y_55, y_56, y_57, y_58, y_59, y_60, y_61, y_62, y_63, y_64, y_65, y_66, y_67
1, 0, 0.000, 0.98, 1, 1133.2, 1131.9, 1136.9, 1141.6, 1160.4, 1209.4, 1289.9, 1393.5, 1506.6, 1616.6, 1709.5, 1783.9, 1829.6, 1847.9, 1850.9, 1848.6, 1839.8, 1196.6, 1239.7, 1300.5, 1362.8, 1423.0, 1553.1, 1616.8, 1676.4, 1732.8, 1770.8, 1492.9, 1494.1, 1495.8, 1497.7, 1428.5, 1461.9, 1494.9, 1529.4, 1559.6, 1272.8, 1308.3, 1354.0, 1390.9, 1351.8, 1306.4, 1579.7, 1616.2, 1660.3, 1694.8, 1663.5, 1621.1, 1368.8, 1417.3, 1464.4, 1495.2, 1527.6, 1570.0, 1613.6, 1570.3, 1529.2, 1494.0, 1462.3, 1415.9, 1390.3, 1465.2, 1495.7, 1529.4, 1590.7, 1527.0, 1493.5, 1463.7, 1969.2, 2069.8, 2173.9, 2275.5, 2375.7, 2461.3, 2523.9, 2567.1, 2574.1, 2552.3, 2498.1, 2431.2, 2353.4, 2259.5, 2165.0, 2070.4, 1975.5, 1915.5, 1877.3, 1863.3, 1872.0, 1891.5, 1891.4, 1876.6, 1870.1, 1880.4, 1915.2, 1964.8, 2016.1, 2067.5, 2122.2, 2188.0, 2198.0, 2205.6, 2197.0, 2184.2, 1976.5, 1949.6, 1949.1, 1978.9, 1988.8, 1989.9, 1979.6, 1948.7, 1950.0, 1975.0, 1987.0, 1987.1, 2335.2, 2295.8, 2277.2, 2286.0, 2277.4, 2294.5, 2327.5, 2351.3, 2358.2, 2360.8, 2360.4, 2356.4, 2330.9, 2314.4, 2314.6, 2312.6, 2326.3, 2313.4, 2316.9, 2316.3
